,Title_of_Movie,Release_Year,Runtime_(min),IMDB_Rating,Metascore,Votes,Box_Office_(Million $)
8315,Arthur,I 2011,110,5.7,36        ,52097,33.04
8316,Death at a Funeral,2010,92,5.7,51        ,50638,42.74
8317,The Last Exorcism,2010,87,5.7,63        ,50251,41.03
8318,Bullet to the Head,2012,92,5.7,48        ,50396,9.48
8319,The Watch,I 2012,102,5.7,36        ,128509,35.35
8320,The Angriest Man in Brooklyn,2014,83,5.7,21        ,22694,Not Box Office available
8321,A Classic Horror Story,2021,95,5.7,Not Metascore available,18636,Not Box Office available
8322,World Invasion: Battle Los Angeles,2011,116,5.7,37        ,180894,83.55
8323,Observe and Report,2009,86,5.7,54        ,63576,23.99
8324,Pet,I 2016,94,5.7,48        ,17558,0.01
8325,Memory,2022,114,5.7,41        ,21465,Not Box Office available
8326,Silent Night,I 2021,92,5.7,52        ,13301,Not Box Office available
8327,Singh Is Kinng,2008,135,5.7,Not Metascore available,15599,Not Box Office available
8328,The Factory,V 2012,104,5.7,Not Metascore available,11258,Not Box Office available
8329,2:22,2017,98,5.7,Not Metascore available,23688,Not Box Office available
8330,Echelon Conspiracy,2009,105,5.7,26        ,19505,0.50
8331,El practicante,2020,94,5.7,Not Metascore available,12810,Not Box Office available
8332,Diario de una ninfómana,2008,101,5.7,Not Metascore available,11101,Not Box Office available
8333,Next Day Air,2009,84,5.7,46        ,10721,10.02
8334,"The Goods: Live Hard, Sell Hard",2009,89,5.7,39        ,21733,15.10
8335,The Hole,2009,92,5.7,57        ,23620,Not Box Office available
8336,The Matrix Resurrections,2021,148,5.7,63        ,246641,Not Box Office available
8337,Night Teeth,2021,107,5.7,42        ,18748,Not Box Office available
8338,Race to Witch Mountain,2009,98,5.7,52        ,60242,67.17
8339,The Descent: Part 2,2009,94,5.7,Not Metascore available,48077,Not Box Office available
8340,Transit,I 2012,88,5.7,Not Metascore available,11338,Not Box Office available
8341,G.I. Joe: The Rise of Cobra,2009,118,5.7,32        ,209262,152.27
8342,Gamer,2009,95,5.7,27        ,135437,20.49
8343,Gemini Man,2019,117,5.7,38        ,113974,48.55
8344,Sex and the City,2008,145,5.7,53        ,122765,152.65
8345,The Rental,2020,88,5.7,62        ,32479,Not Box Office available
8346,Army of the Dead,2021,148,5.7,57        ,172383,1.00
8347,Armored,2009,88,5.7,50        ,31004,15.99
8348,Pet Sematary,2019,101,5.7,57        ,92772,54.72
8349,Priest,2011,87,5.7,41        ,120538,29.14
8350,Drillbit Taylor,2008,110,5.7,41        ,60797,32.85
8351,Valentine's Day,I 2010,125,5.7,34        ,120368,110.49
8352,Smiley Face,2007,85,5.7,71        ,17905,0.01
8353,Fool's Gold,I 2008,112,5.7,29        ,80274,70.23
8354,Outlaw,2007,103,5.7,45        ,12588,Not Box Office available
8355,White Noise 2: The Light,2007,99,5.7,Not Metascore available,13290,Not Box Office available
8356,Suburbicon,2017,105,5.7,42        ,44645,5.78
8357,The Flock,2007,105,5.7,Not Metascore available,11601,Not Box Office available
8358,Perfect Stranger,2007,109,5.7,31        ,48487,23.98
8359,John Tucker Must Die,2006,89,5.7,41        ,84478,41.01
8360,Bandidas,2006,93,5.7,Not Metascore available,35826,Not Box Office available
8361,Poseidon,2006,98,5.7,50        ,105619,60.67
8362,Gambit,I 2012,89,5.7,Not Metascore available,24943,Not Box Office available
8363,Last Days,2005,97,5.7,67        ,22868,0.45
8364,White Chicks,2004,109,5.7,41        ,146678,70.83
8365,Savage Grace,2007,97,5.7,51        ,11475,0.43
8366,Chicken Little,2005,81,5.7,48        ,93485,135.39
8367,Anywhere But Home,2008,88,5.7,41        ,72423,120.15
8368,Paparazzi,2004,84,5.7,38        ,15177,15.71
8369,Barbershop 2: Back in Business,2004,106,5.7,59        ,15119,65.11
8370,Freddy vs. Jason,2003,97,5.7,37        ,120513,82.62
8371,What a Wedding,I 2003,98,5.7,46        ,17259,20.44
8372,The Santa Clause 2,2002,104,5.7,48        ,57380,139.24
8373,Blue Crush,2002,104,5.7,61        ,31693,40.39
8374,Friday After Next,2002,85,5.7,35        ,28208,32.98
8375,Life or Something Like It,2002,103,5.7,31        ,26632,14.45
8376,The Banger Sisters,2002,98,5.7,48        ,16798,30.31
8377,Enough,I 2002,115,5.7,25        ,44118,40.01
8378,Not Another Teen Movie,2001,89,5.7,32        ,106734,38.25
8379,America's Sweethearts,2001,102,5.7,44        ,58273,93.61
8380,Bubble Boy,2001,84,5.7,41        ,33658,5.00
8381,Bait,2000,119,5.7,39        ,12660,15.33
8382,Deuce Bigalow: Male Gigolo,1999,88,5.7,30        ,75953,65.54
8383,Coyote Ugly,2000,100,5.7,27        ,115812,60.79
8384,Red Planet,2000,106,5.7,34        ,58178,18.00
8385,The Little Vampire,2000,95,5.7,45        ,10710,13.57
8386,Get Over It,2001,87,5.7,52        ,19215,11.56
8387,Just Visiting,2001,88,5.7,38        ,19393,4.78
8388,Sugar & Spice,2001,81,5.7,48        ,14490,13.28
8389,Drowning Mona,2000,96,5.7,25        ,14799,15.43
8390,Drive Me Crazy,1999,91,5.7,42        ,19989,17.85
8391,The Muse,1999,97,5.7,56        ,11027,11.61
8392,The Art of War,2000,117,5.7,30        ,30091,30.21
8393,Lara Croft: Tomb Raider,2001,100,5.7,33        ,210019,131.14
8394,Planet of the Apes,2001,119,5.7,50        ,220571,180.01
8395,Mighty Joe Young,1998,114,5.7,51        ,29425,50.63
8396,Fantastic Four,I 2005,106,5.7,40        ,330749,154.70
8397,Good Burger,1997,95,5.7,41        ,29526,23.69
8398,The Gingerbread Man,1998,114,5.7,65        ,11274,1.53
8399,Almost Heroes,1998,90,5.7,Not Metascore available,16697,6.11
8400,The Nutty Professor,1996,95,5.7,62        ,117733,128.81
8401,Michael,1996,105,5.7,38        ,43503,95.32
8402,The Juror,1996,118,5.7,Not Metascore available,19047,22.75
8403,Jingle All the Way,1996,89,5.7,34        ,104396,60.57
8404,Escape from L.A.,1996,101,5.7,54        ,75468,25.48
8405,101 Dalmatians,1996,103,5.7,49        ,111802,136.19
8406,Something to Talk About,1995,106,5.7,62        ,15189,50.89
8407,Money Train,1995,110,5.7,Not Metascore available,41391,35.32
8408,Cutthroat Island,1995,124,5.7,37        ,28501,10.02
8409,Nowhere to Run,1993,94,5.7,41        ,24629,22.19
8410,Beethoven,1992,87,5.7,Not Metascore available,72161,57.11
8411,Love Potion No. 9,1992,92,5.7,47        ,14455,0.75
8412,Hudson Hawk,1991,100,5.7,17        ,56992,17.22
8413,Ernest Scared Stupid,1991,91,5.7,38        ,11964,14.14
8414,Death Warrant,1990,89,5.7,34        ,19112,16.85
8415,Cadillac Man,1990,97,5.7,50        ,14629,27.63
8416,Blue Steel,1990,102,5.7,54        ,15642,8.22
8417,Family Business,1989,110,5.7,54        ,13049,12.20
8418,Short Circuit 2,1988,110,5.7,Not Metascore available,25655,21.63
8419,Return of the Living Dead: Part II,1988,89,5.7,45        ,20074,9.21
8420,Flowers in the Attic,1987,93,5.7,25        ,10535,15.15
8421,Crocodile Dundee II,1988,108,5.7,41        ,57814,109.31
8422,SpaceCamp,1986,107,5.7,40        ,15197,9.70
8423,Armed and Dangerous,1986,88,5.7,17        ,11879,15.95
8424,Police Academy 2: Their First Assignment,1985,87,5.7,39        ,55726,55.60
8425,The Man with One Red Shoe,1985,92,5.7,31        ,16167,8.60
8426,The Keep,1983,96,5.7,34        ,12912,3.76
8427,Orca,1977,92,5.7,27        ,12053,14.72
8428,Verdwenen in de Bermuda Driehoek,1977,114,5.7,36        ,10932,30.00
8429,Futureworld,1976,108,5.7,46        ,11044,8.72
8430,Airport 1975,1974,107,5.7,50        ,10743,47.29
8431,King Kong vs. Godzilla,1963,97,5.7,40        ,10487,2.73
8432,Falling Inn Love,2019,98,5.6,Not Metascore available,20365,Not Box Office available
8433,Stowaway,I 2021,116,5.6,63        ,46657,Not Box Office available
8434,Good on Paper,2021,92,5.6,54        ,12428,Not Box Office available
8435,The Night Clerk,2020,90,5.6,44        ,16123,Not Box Office available
8436,Ma,I 2019,99,5.6,53        ,53784,45.37
8437,The Package,II 2018,94,5.6,Not Metascore available,18557,Not Box Office available
8438,Batman Ninja,2018,85,5.6,Not Metascore available,20491,Not Box Office available
8439,The Marksman,2021,108,5.6,44        ,34264,Not Box Office available
8440,I Feel Pretty,2018,110,5.6,48        ,54280,48.80
8441,Night School,2018,111,5.6,43        ,41284,77.34
8442,The Intruder,I 2019,102,5.6,39        ,18179,35.42
8443,Dolittle,2020,101,5.6,26        ,64898,77.05
8444,Triple Threat,2019,96,5.6,60        ,11569,0.08
8445,Jay and Silent Bob Reboot,2019,105,5.6,46        ,25978,Not Box Office available
8446,Ghosts of War,2020,94,5.6,38        ,10530,Not Box Office available
8447,A Bad Moms Christmas,2017,104,5.6,42        ,51019,72.11
8448,Brahmastra Part One: Shiva,2022,167,5.6,57        ,96398,Not Box Office available
8449,The Hole in the Ground,2019,90,5.6,63        ,19172,0.02
8450,The Kitchen,2019,102,5.6,35        ,21325,12.05
8451,Goosebumps 2: Haunted Halloween,2018,90,5.6,53        ,21510,46.70
8452,Life of the Party,I 2018,105,5.6,46        ,37504,52.86
8453,Spinning Man,2018,100,5.6,44        ,11488,Not Box Office available
8454,Billionaire Boys Club,2018,108,5.6,30        ,13401,Not Box Office available
8455,Hold the Dark,2018,125,5.6,63        ,37624,Not Box Office available
8456,Mother's Day,I 2016,118,5.6,18        ,37475,32.46
8457,The Meg,2018,113,5.6,46        ,171863,143.01
8458,Prityazhenie,2017,132,5.6,Not Metascore available,13122,Not Box Office available
8459,Ali Baba ve 7 Cüceler,2015,114,5.6,Not Metascore available,20329,Not Box Office available
8460,The War with Grandpa,2020,94,5.6,34        ,21158,Not Box Office available
8461,The House,I 2017,88,5.6,30        ,44807,25.48
8462,Terrifier,2016,85,5.6,Not Metascore available,28160,Not Box Office available
8463,Beta Test,I 2016,88,5.6,Not Metascore available,19854,0.01
8464,The Perfect Guy,I 2015,100,5.6,36        ,10818,57.02
8465,Mohenjo Daro,2016,155,5.6,39        ,11957,1.25
8466,The Ice Road,2021,109,5.6,42        ,41158,Not Box Office available
8467,Unfriended,2014,83,5.6,59        ,76409,32.48
8468,Ice Age 5: Collision Course,2016,94,5.6,34        ,67373,64.06
8469,Fist Fight,2017,91,5.6,37        ,43091,32.19
8470,Regression,I 2015,106,5.6,32        ,40369,0.05
8471,Jenny's Wedding,2015,94,5.6,33        ,11376,0.00
8472,Survivor,I 2015,96,5.6,28        ,34122,Not Box Office available
8473,Scoob!,2020,93,5.6,43        ,27023,2.19
8474,Monster Trucks,2016,104,5.6,41        ,17444,33.37
8475,47 Meters Down,2017,89,5.6,52        ,55902,44.31
8476,Beyond the Reach,2014,91,5.6,34        ,10507,0.04
8477,Bang Bang,I 2014,153,5.6,Not Metascore available,24356,2.55
8478,Life After Beth,2014,89,5.6,50        ,21746,0.08
8479,The Town That Dreaded Sundown,2014,86,5.6,47        ,15149,Not Box Office available
8480,Pacific Rim: Uprising,2018,111,5.6,44        ,117973,59.87
8481,Tracers,2015,94,5.6,45        ,19532,0.00
8482,They Came Together,2014,83,5.6,60        ,23051,Not Box Office available
8483,Runner Runner,2013,88,5.6,36        ,63995,19.32
8484,Unicorn Store,2017,92,5.6,44        ,19656,Not Box Office available
8485,Men in Black: International,2019,114,5.6,38        ,134872,80.00
8486,Magic Mike XXL,2015,115,5.6,60        ,56642,66.01
8487,The Lifeguard,2013,98,5.6,34        ,14861,Not Box Office available
8488,Dark Was the Night,2014,99,5.6,40        ,10449,Not Box Office available
8489,Los amantes pasajeros,2013,90,5.6,55        ,23879,1.37
8490,Jue di tao wang,2016,107,5.6,50        ,21132,0.00
8491,Wild Card,2015,92,5.6,40        ,56287,0.00
8492,Curse of Chucky,2013,97,5.6,58        ,40162,3.80
8493,The Bling Ring,2013,90,5.6,66        ,88438,5.84
8494,Collide,I 2016,99,5.6,33        ,16463,2.28
8495,Pixels,2015,105,5.6,27        ,145380,78.75
8496,Transformers: Age of Extinction,2014,165,5.6,32        ,314545,245.44
8497,Knight of Cups,2015,118,5.6,53        ,27513,0.56
8498,Dumb and Dumber To,2014,109,5.6,36        ,138188,86.21
8499,Assassin's Creed,2016,115,5.6,36        ,199681,54.65
8500,Sleepless,III 2017,95,5.6,34        ,32766,20.78
8501,Song to Song,I 2017,129,5.6,54        ,21154,0.44
8502,No Good Deed,I 2014,84,5.6,26        ,20786,52.54
8503,Machete Kills,2013,107,5.6,41        ,79532,8.01
8504,Stalingrad,2013,131,5.6,49        ,16981,1.01
8505,The Big Wedding,2013,90,5.6,28        ,50130,21.78
8506,The Philosophers,2013,107,5.6,37        ,22583,Not Box Office available
8507,Fire with Fire,II 2012,97,5.6,Not Metascore available,26786,Not Box Office available
8508,Maggie,I 2015,95,5.6,52        ,44675,0.19
8509,A Case of You,2013,89,5.6,38        ,11994,Not Box Office available
8510,Bad Santa 2,2016,92,5.6,38        ,25802,17.78
8511,Detention,2011,95,5.6,45        ,15706,Not Box Office available
8512,Sneeuwwitje,I 2012,106,5.6,46        ,88184,64.94
8513,The Numbers Station,2013,89,5.6,39        ,20236,Not Box Office available
8514,Wanderlust,2012,98,5.6,53        ,77712,17.23
8515,The Dark Tower,2017,95,5.6,34        ,139287,50.70
8516,A Few Best Men,2011,97,5.6,Not Metascore available,13205,Not Box Office available
8517,New Year's Eve,2011,118,5.6,22        ,86342,54.54
8518,The Weekend Away,2022,89,5.6,51        ,24482,Not Box Office available
8519,MacGruber,2010,90,5.6,43        ,45763,8.46
8520,Brick Mansions,2014,90,5.6,40        ,42658,20.29
8521,Paranoia,I 2013,106,5.6,32        ,37860,7.38
8522,Twelve,2010,93,5.6,22        ,12334,0.18
8523,The Sitter,2011,81,5.6,39        ,71078,30.54
8524,The Princess,I 2022,94,5.6,43        ,12397,Not Box Office available
8525,Dread,2009,98,5.6,Not Metascore available,12481,Not Box Office available
8526,Beast,I 2022,93,5.6,54        ,21473,Not Box Office available
8527,A.C.O.D.,2013,88,5.6,50        ,13525,0.17
8528,The Lady of Heaven,2021,141,5.6,41        ,12008,Not Box Office available
8529,Bad Teacher,2011,92,5.6,47        ,204025,100.29
8530,The Butterfly Effect 3: Revelations,2009,90,5.6,Not Metascore available,19890,Not Box Office available
8531,12 Rounds,2009,108,5.6,38        ,29225,12.23
8532,The Killing Room,2009,93,5.6,Not Metascore available,14473,Not Box Office available
8533,Love Guaranteed,2020,90,5.6,39        ,17681,Not Box Office available
8534,Toofaan,2021,163,5.6,Not Metascore available,34702,Not Box Office available
8535,New in Town,2009,97,5.6,29        ,23547,16.73
8536,The Sleepover,2020,100,5.6,46        ,10703,Not Box Office available
8537,The Midnight Sky,2020,118,5.6,58        ,83470,Not Box Office available
8538,Last Seen Alive,2022,95,5.6,Not Metascore available,16873,Not Box Office available
8539,Beckett,2021,110,5.6,52        ,26335,Not Box Office available
8540,Jolt,2021,91,5.6,48        ,31083,Not Box Office available
8541,You Don't Mess with the Zohan,2008,113,5.6,54        ,203052,100.02
8542,Love Happens,2009,109,5.6,33        ,33155,22.93
8543,The Pink Panther 2,2009,92,5.6,36        ,45446,35.92
8544,The Promotion,2008,86,5.6,51        ,18972,0.41
8545,The Babysitters,2007,88,5.6,35        ,12032,0.04
8546,R.I.P.D.,2013,96,5.6,25        ,133740,33.62
8547,Imagine That,2009,107,5.6,54        ,14985,16.09
8548,Home of the Brave,2006,106,5.6,42        ,10989,0.05
8549,Syrup,I 2013,90,5.6,Not Metascore available,12152,0.00
8550,Valley of the Wolves: Iraq,2006,122,5.6,Not Metascore available,17712,Not Box Office available
8551,Chapter 27,2007,84,5.6,32        ,11159,0.06
8552,What Just Happened,2008,104,5.6,Not Metascore available,27683,1.09
8553,Fred Claus,2007,116,5.6,42        ,44090,72.01
8554,Fantastic 4: Rise of the Silver Surfer,2007,92,5.6,45        ,266561,131.92
8555,Wedding Daze,2006,91,5.6,Not Metascore available,15874,Not Box Office available
8556,Atlas Shrugged: Part I,2011,97,5.6,28        ,13856,4.75
8557,"You, Me and Dupree",2006,110,5.6,46        ,81814,75.63
8558,Altered,2006,88,5.6,Not Metascore available,10523,Not Box Office available
8559,The Hitcher,2007,84,5.6,28        ,43558,16.47
8560,Good Luck Chuck,2007,101,5.6,19        ,91008,34.93
8561,Borderland,2007,105,5.6,Not Metascore available,10224,Not Box Office available
8562,The Contract,2006,96,5.6,Not Metascore available,25218,Not Box Office available
8563,The Reaping,2007,99,5.6,36        ,43526,25.12
8564,Failure to Launch,2006,97,5.6,47        ,81218,88.72
8565,Hatchet,2006,93,5.6,57        ,31557,0.16
8566,Diary of a Mad Black Woman,2005,116,5.6,36        ,14923,50.63
8567,Barnyard,2006,90,5.6,42        ,31545,72.78
8568,The Pacifier,2005,95,5.6,30        ,95137,113.09
8569,Beauty Shop,2005,105,5.6,53        ,17547,36.35
8570,The Black Dahlia,2006,121,5.6,49        ,74618,22.52
8571,Kicking & Screaming,2005,95,5.6,45        ,38628,52.58
8572,The Pink Panther,2006,93,5.6,38        ,87053,82.23
8573,Dark Water,2005,105,5.6,52        ,63275,25.47
8574,Creep,I 2004,85,5.6,Not Metascore available,30182,Not Box Office available
8575,The Woods,2006,91,5.6,Not Metascore available,11606,Not Box Office available
8576,Dead Birds,2004,91,5.6,Not Metascore available,10634,Not Box Office available
8577,Cube Zero,2004,97,5.6,Not Metascore available,40680,Not Box Office available
8578,Be Cool,2005,118,5.6,37        ,70139,56.05
8579,AVP: Alien vs. Predator,2004,101,5.6,29        ,201591,80.28
8580,The Box,I 2009,115,5.6,47        ,92472,15.05
8581,Alexander,2004,175,5.6,39        ,170469,34.30
8582,Mr. 3000,2004,104,5.6,57        ,14629,21.80
8583,Win a Date with Tad Hamilton!,2004,96,5.6,52        ,28258,17.07
8584,Club Dread,2004,104,5.6,45        ,30124,4.99
8585,Daddy Day Care,2003,92,5.6,39        ,69208,104.30
8586,The Perfect Score,2004,93,5.6,35        ,25391,10.39
8587,Bringing Down the House,2003,105,5.6,39        ,37653,132.72
8588,Cabin Fever,2002,93,5.6,56        ,79180,21.16
8589,Jeepers Creepers 2,2003,106,5.6,36        ,65947,35.67
8590,Timeline,2003,116,5.6,28        ,63598,19.48
8591,A Guy Thing,2003,101,5.6,27        ,17527,15.41
8592,Hulk,2003,138,5.6,54        ,268820,132.18
8593,Dahmer,2002,101,5.6,63        ,11035,0.14
